,0
2509,555347
2510,135947
2511,5052
2512,622745
2513,250993
2514,252436
2515,252437
2516,587487
2517,436992
2518,575470
2519,768816
2520,916801
2521,803252
2522,785557
2523,417363
2524,786135
2525,945387
2526,585229
2527,948195
2528,2693
2529,226504
2530,543872
2531,543876
2532,543878
2533,835204
2534,461509
2535,580766
2536,743339
2537,5869
2538,5868
2539,894017
2540,528821
2541,153109
2542,148425
2543,880053
2544,605707
2545,806370
2546,806374
2547,415436
2548,772578
2549,831004
2550,831001
2551,734966
2552,178495
2553,202315
2554,759551
2555,705097
2556,263034
2557,263031
2558,10366
2559,353995
2560,750455
2561,750454
2562,50087
2563,750456
2564,23715
2565,59205
2566,285152
2567,953202
2568,662119
2569,941118
2570,921290
2571,250902
2572,227908
2573,683392
2574,854135
2575,808905
2576,64370
2577,167422
2578,232226
2579,18565
2580,145790
2581,823448
2582,196219
2583,695644
2584,279470
2585,456197
2586,456195
2587,456194
2588,456190
2589,814194
2590,757328
2591,822717
2592,917288
2593,917287
2594,617850
2595,840807
2596,342837
2597,693807
2598,53787
2599,287515
2600,396825
2601,832069
2602,939986
2603,261572
2604,404788
2605,702342
2606,593550
2607,379588
2608,821435
2609,439500
2610,454125
2611,805337
2612,932449
2613,932446
2614,743706
2615,80851
2616,426595
2617,391322
2618,596037
2619,944732
2620,944738
2621,945466
2622,630637
2623,411295
2624,411291
2625,834050
2626,421060
2627,785293
2628,785294
2629,740358
2630,7779
2631,383137
2632,926828
2633,535185
2634,833707
2635,833704
2636,941110
2637,666736
2638,289945
2639,199103
2640,486539
2641,773546
2642,335257
2643,676113
2644,736466
2645,601161
2646,933882
2647,471551
2648,751686
2649,759458
2650,432998
2651,731116
2652,859528
2653,169577
2654,440026
2655,435073
2656,518178
2657,852658
2658,447508
2659,340328
2660,447500
2661,900766
2662,199
2663,198
2664,195
2665,196
2666,450434
2667,655357
2668,678361
2669,84757
2670,674123
2671,564098
2672,768447
2673,768443
2674,947431
2675,562878
2676,641959
2677,731069
2678,793905
2679,718871
2680,103012
2681,700840
2682,326275
2683,886631
2684,815765
2685,935248
2686,863967
2687,863962
2688,241725
2689,518852
2690,438571
2691,276200
2692,277156
2693,832384
2694,832383
2695,763180
2696,486881
2697,836080
2698,486886
2699,357209
2700,522825
2701,873648
2702,802358
2703,14809
2704,519593
2705,22194
2706,426659
2707,178183
2708,288570
2709,661723
2710,297445
2711,65834
2712,154133
2713,455890
2714,404498
2715,476656
2716,594202
2717,957023
2718,2892
2719,223730
2720,947347
2721,603787
2722,64527
2723,467946
2724,176452
2725,7527
2726,93210
2727,41218
2728,838173
2729,111547
2730,185871
2731,491067
2732,375809
2733,269775
2734,150
2735,316307
2736,71
2737,571479
2738,941726
2739,473436
2740,460153
2741,491369
2742,162
2743,283627
2744,93797
2745,8266
2746,39133
2747,957982
2748,218759
2749,7701
2750,642962
2751,5139
2752,941514
2753,738273
2754,284420
2755,42886
2756,166567
2757,804882
2758,96222
2759,543104
2760,335951
2761,106
2762,270953
2763,9482
2764,49033
2765,507407
2766,267110
2767,314758
2768,952960
2769,387907
2770,471362
2771,192870
2772,743617
2773,20998
2774,54599
2775,106707
2776,39802
2777,279671
2778,950440
2779,55938
2780,455658
2781,24559
2782,21678
2783,38283
2784,492106
2785,498973
2786,146420
2787,477021
2788,178572
2789,920450
2790,88342
2791,185807
2792,289976
2793,1509
2794,608557
2795,429294
2796,228910
2797,685066
2798,7442
2799,901323
2800,130995
2801,34000
2802,86800
2803,796713
2804,16176
2805,888
2806,321328
2807,44981
2808,49826
2809,107397
2810,79262
2811,153371
2812,24218
2813,822641
2814,28248
2815,169355
2816,202
2817,31012
2818,24838
2819,845
2820,284583
2821,42227
2822,432081
2823,509521
2824,569261
2825,429277
2826,41952
2827,141895
2828,82362
2829,149553
2830,456767
2831,335672
2832,88424
2833,211896
2834,55483
2835,456511
2836,1912
2837,370997
2838,7199
2839,246709
2840,107969
2841,6015
2842,703069
2843,669367
2844,862
2845,106953
2846,780373
2847,199447
2848,861720
2849,103484
2850,59876
2851,58358
2852,7625
2853,55522
2854,146394
2855,85268
2856,727495
2857,9029
2858,41981
2859,686617
2860,288830
2861,623775
2862,1493
2863,103788
2864,6631
2865,898400
2866,438545
2867,326495
2868,271488
2869,6358
2870,99123
2871,918646
2872,23394
2873,457313
2874,354075
2875,909228
2876,404406
2877,268321
2878,7410
2879,301389
2880,540929
2881,456130
2882,832849
2883,3460
2884,53
2885,2206
2886,238797
2887,213464
2888,42411
2889,24102
2890,2820
2891,471810
2892,577960
2893,171632
2894,2732
2895,31768
2896,1677
2897,32757
2898,36020
2899,150976
2900,445363
2901,64384
2902,129214
2903,10886
2904,17625
2905,485229
2906,491860
2907,762717
2908,24639
2909,605727
2910,102350
2911,28005
2912,5297
2913,40960
2914,103702
2915,626541
2916,946
2917,3114
2918,872877
2919,230
2920,19579
2921,50660
2922,841084
2923,2972
2924,271660
2925,846895
2926,198803
2927,598086
2928,65815
2929,5434
2930,47478
2931,438768
2932,507847
2933,154154
2934,618333
2935,12299
2936,48585
2937,285757
2938,9154
2939,523504
2940,957753
2941,891009
2942,511442
2943,886768
2944,18160
2945,281896
2946,105190
2947,539142
2948,850056
2949,685248
2950,648622
2951,23666
2952,743467
2953,282241
